"","YEAR","SAMPLE","SERIAL","CBSERIAL","HHWT","CLUSTER","STATEICP","PUMA","STRATA","GQ","HHINCOME","PERNUM","PERWT","NCHLT5","YNGCH","SEX","AGE","MARST","RACE","RACED","BPL","BPLD","SCHOOL","EDUC","EDUCD","GRADEATT","GRADEATTD","OCC","INCTOT","MYEDUC","married","white","black","asian","otherormixedrace","enrolled","bachelor","associates_or_up","postgrad"
"1",2000,200001,5359750,NA,10,2000053597501,98,101,72,1,51000,2,11,1,3,2,29,1,9,907,6,600,1,6,65,0,0,500,22000,13,1,0,0,0,1,0,0,0,0
"2",2000,200001,5359758,NA,13,2000053597581,98,101,60,1,178000,1,13,0,12,2,57,1,1,100,25,2500,1,11,114,0,0,231,39000,19,1,1,0,0,0,0,1,1,1
"3",2000,200001,5359763,NA,21,2000053597631,98,101,60,1,140000,2,26,0,11,2,42,1,1,100,18,1800,1,11,115,0,0,0,25000,20,1,1,0,0,0,0,1,1,1
"4",2000,200001,5359775,NA,19,2000053597751,98,101,61,1,77680,1,16,0,11,2,52,1,1,100,6,600,1,11,115,0,0,210,72000,20,1,1,0,0,0,0,1,1,1
"5",2000,200001,5359779,NA,16,2000053597791,98,101,84,1,234100,1,21,0,17,2,47,4,6,610,521,52100,1,11,116,0,0,220,234000,24,0,0,0,1,0,0,1,1,1
"6",2000,200001,5359795,NA,18,2000053597951,98,101,72,1,72000,1,20,0,9,2,42,2,1,100,421,42100,1,6,62,0,0,570,72000,13,0,1,0,0,0,0,0,0,0
"7",2000,200001,5359796,NA,18,2000053597961,98,101,60,1,177000,2,15,1,0,2,32,1,1,100,34,3400,1,10,101,0,0,462,12000,17,1,1,0,0,0,0,1,1,0
"8",2000,200001,5359804,NA,19,2000053598041,98,101,60,1,520000,1,29,0,8,2,53,1,1,100,33,3300,1,11,114,0,0,1,112000,19,1,1,0,0,0,0,1,1,1
"9",2000,200001,5359808,NA,18,2000053598081,98,101,60,1,15000,1,18,0,11,2,33,3,1,100,465,46530,1,10,101,0,0,485,15000,17,0,1,0,0,0,0,1,1,0
"10",2000,200001,5359823,NA,23,2000053598231,98,101,60,1,455000,2,23,0,6,2,36,1,1,100,150,15000,1,6,65,0,0,281,55000,13,1,1,0,0,0,0,0,0,0
"11",2000,200001,5359826,NA,26,2000053598261,98,101,60,1,142000,2,21,1,1,2,36,1,1,100,36,3600,1,10,101,0,0,282,92000,17,1,1,0,0,0,0,1,1,0
"12",2000,200001,5359830,NA,18,2000053598301,98,101,60,1,360800,2,18,1,4,2,39,1,1,100,11,1100,1,10,101,0,0,0,0,17,1,1,0,0,0,0,1,1,0
"13",2000,200001,5359839,NA,20,2000053598391,98,101,36,1,366000,1,43,2,1,2,37,1,7,700,17,1700,1,11,115,0,0,210,41000,20,1,0,0,0,1,0,1,1,1
"14",2000,200001,5359843,NA,18,2000053598431,98,101,60,1,325000,2,21,1,1,2,36,1,1,100,20,2000,1,10,101,0,0,0,0,17,1,1,0,0,0,0,1,1,0
"15",2000,200001,5359848,NA,18,2000053598481,98,101,108,1,117000,2,46,0,13,2,58,1,2,200,51,5100,1,7,71,0,0,43,117000,14,1,0,1,0,0,0,0,0,0
"16",2000,200001,5359866,NA,18,2000053598661,98,101,60,1,177000,1,11,0,14,2,53,5,1,100,36,3600,1,10,101,0,0,263,177000,17,0,1,0,0,0,0,1,1,0
"17",2000,200001,5359878,NA,26,2000053598781,98,101,61,1,415300,2,20,1,2,2,44,1,1,100,36,3600,1,11,114,0,0,80,85000,19,1,1,0,0,0,0,1,1,1
"18",2000,200001,5359884,NA,16,2000053598841,98,101,60,1,523000,1,15,0,9,2,42,1,1,100,24,2400,1,11,116,0,0,35,33000,24,1,1,0,0,0,0,1,1,1
"19",2000,200001,5359902,NA,26,2000053599021,98,101,60,1,91600,1,24,0,9,2,43,4,1,100,300,30015,2,7,71,6,60,43,91600,14,0,1,0,0,0,1,0,0,0
"20",2000,200001,5359918,NA,26,2000053599181,98,101,60,1,466020,1,28,0,14,2,54,1,1,100,55,5500,1,10,101,0,0,231,0,17,1,1,0,0,0,0,1,1,0
"21",2000,200001,5359921,NA,18,2000053599211,98,101,96,1,38000,2,32,2,3,2,34,1,8,884,521,52100,1,10,101,0,0,772,16000,17,1,0,0,0,1,0,1,1,0
"22",2000,200001,5359932,NA,21,2000053599321,98,101,72,1,386000,2,13,0,9,2,35,1,1,100,11,1100,1,10,101,0,0,283,30000,17,1,1,0,0,0,0,1,1,0
"23",2000,200001,5359945,NA,15,2000053599451,98,101,60,1,195900,1,15,0,12,2,48,1,1,100,11,1100,1,11,115,0,0,306,85800,20,1,1,0,0,0,0,1,1,1
"24",2000,200001,5359960,NA,31,2000053599601,98,101,60,1,115000,2,18,0,13,2,49,1,1,100,200,20000,1,11,116,0,0,0,0,24,1,1,0,0,0,0,1,1,1
"25",2000,200001,5359977,NA,26,2000053599771,98,101,72,1,50000,1,26,0,14,2,50,6,1,100,24,2400,1,6,62,0,0,263,30000,13,0,1,0,0,0,0,0,0,0
"26",2000,200001,5359996,NA,8,2000053599961,98,101,60,1,440030,1,7,0,12,2,51,1,1,100,29,2900,1,11,115,0,0,210,106000,20,1,1,0,0,0,0,1,1,1
"27",2000,200001,5359999,NA,18,2000053599991,98,101,60,1,146800,2,23,1,0,2,37,1,1,100,39,3900,2,10,101,6,60,80,51400,17,1,1,0,0,0,1,1,1,0
"28",2000,200001,5360007,NA,31,2000053600071,98,101,72,1,1e+05,2,31,2,0,2,31,1,1,100,27,2700,1,10,101,0,0,231,0,17,1,1,0,0,0,0,1,1,0
"29",2000,200001,5360008,NA,16,2000053600081,98,101,60,1,345100,2,15,0,7,2,38,1,1,100,34,3400,1,11,114,0,0,0,0,19,1,1,0,0,0,0,1,1,1
"30",2000,200001,5360012,NA,23,2000053600121,98,101,60,1,91300,2,15,1,2,2,33,1,1,100,36,3600,1,11,114,0,0,80,15800,19,1,1,0,0,0,0,1,1,1
"31",2000,200001,5360015,NA,18,2000053600151,98,101,60,1,349300,2,18,0,5,2,38,1,1,100,11,1100,1,11,114,0,0,0,300,19,1,1,0,0,0,0,1,1,1
"32",2000,200001,5360023,NA,18,2000053600231,98,101,84,1,109000,2,38,2,0,2,34,1,4,400,500,50010,1,11,114,0,0,180,57000,19,1,0,0,1,0,0,1,1,1
"33",2000,200001,5360041,NA,18,2000053600411,98,101,60,1,109000,2,18,2,0,2,38,1,1,100,6,600,1,11,114,0,0,281,104000,19,1,1,0,0,0,0,1,1,1
"34",2000,200001,5360050,NA,31,2000053600501,98,101,60,1,184000,2,34,0,15,2,50,1,1,100,11,1100,1,11,115,0,0,0,35000,20,1,1,0,0,0,0,1,1,1
"35",2000,200001,5360062,NA,15,2000053600621,98,101,60,1,464000,2,15,0,16,2,53,1,1,100,20,2000,1,11,115,0,0,282,337000,20,1,1,0,0,0,0,1,1,1
"36",2000,200001,5360068,NA,21,2000053600681,98,101,60,1,105000,2,18,2,1,2,40,1,1,100,425,42500,1,11,115,0,0,301,0,20,1,1,0,0,0,0,1,1,1
"37",2000,200001,5360072,NA,31,2000053600721,98,101,60,1,148000,1,36,1,4,2,38,1,8,856,53,5300,1,7,71,0,0,311,1e+05,14,1,0,0,0,1,0,0,0,0
"38",2000,200001,5360074,NA,20,2000053600741,98,101,72,1,304000,2,29,1,0,2,34,1,1,100,300,30015,1,11,115,0,0,210,154000,20,1,1,0,0,0,0,1,1,1
"39",2000,200001,5360087,NA,12,2000053600871,98,101,72,1,32000,1,13,0,13,2,29,6,1,100,17,1700,1,10,101,0,0,542,32000,17,0,1,0,0,0,0,1,1,0
"40",2000,200001,5360099,NA,34,2000053600991,98,101,60,1,37000,2,26,1,1,2,35,1,1,100,36,3600,1,11,114,0,0,283,25000,19,1,1,0,0,0,0,1,1,1
"41",2000,200001,5360106,NA,21,2000053601061,98,101,60,1,385000,2,20,1,2,2,39,1,1,100,36,3600,1,10,101,0,0,181,60000,17,1,1,0,0,0,0,1,1,0
"42",2000,200001,5360118,NA,21,2000053601181,98,101,61,1,105500,2,15,0,16,2,42,1,1,100,542,54200,1,7,71,0,0,460,0,14,1,1,0,0,0,0,0,0,0
"43",2000,200001,5360137,NA,23,2000053601371,98,101,60,1,121000,2,11,3,1,2,38,1,1,100,410,41000,1,10,101,0,0,0,15000,17,1,1,0,0,0,0,1,1,0
"44",2000,200001,5360152,NA,15,2000053601521,98,101,60,1,102000,2,16,1,0,2,28,1,1,100,300,30005,1,10,101,0,0,43,65000,17,1,1,0,0,0,0,1,1,0
"45",2000,200001,5360155,NA,26,2000053601551,98,101,60,1,101000,2,21,0,9,2,42,1,1,100,42,4200,1,10,101,0,0,285,0,17,1,1,0,0,0,0,1,1,0
"46",2000,200001,5360156,NA,28,2000053601561,98,101,60,1,125000,2,38,2,3,2,34,1,1,100,11,1100,1,11,114,0,0,202,60000,19,1,1,0,0,0,0,1,1,1
"47",2000,200001,5360167,NA,20,2000053601671,98,101,60,1,178000,2,24,0,9,2,45,1,1,100,36,3600,1,10,101,0,0,23,0,17,1,1,0,0,0,0,1,1,0
"48",2000,200001,5360172,NA,13,2000053601721,98,101,60,1,175900,2,16,0,6,2,45,1,1,100,6,600,1,10,101,0,0,0,0,17,1,1,0,0,0,0,1,1,0
"49",2000,200001,5360174,NA,18,2000053601741,98,101,62,1,260500,2,15,0,13,2,50,1,1,100,11,1100,1,8,81,0,0,231,22500,15,1,1,0,0,0,0,0,1,0
"50",2000,200001,5360185,NA,20,2000053601851,98,101,60,1,57200,2,23,2,0,2,30,1,1,100,42,4200,1,7,71,0,0,0,25000,14,1,1,0,0,0,0,0,0,0
"51",2000,200001,5360194,NA,18,2000053601941,98,101,48,1,339900,2,25,1,1,2,26,1,1,100,300,30030,1,7,71,0,0,0,0,14,1,1,0,0,0,0,0,0,0
"52",2000,200001,5360203,NA,26,2000053602031,98,101,60,1,105000,2,26,0,12,2,47,1,1,100,36,3600,1,10,101,0,0,231,15000,17,1,1,0,0,0,0,1,1,0
"53",2000,200001,5360204,NA,18,2000053602041,98,101,60,1,98000,2,20,1,0,2,37,1,1,100,24,2400,1,10,101,0,0,263,48000,17,1,1,0,0,0,0,1,1,0
"54",2000,200001,5360205,NA,28,2000053602051,98,101,61,1,124400,2,59,0,7,2,46,1,1,100,29,2900,1,8,81,0,0,313,40000,15,1,1,0,0,0,0,0,1,0
"55",2000,200001,5360207,NA,34,2000053602071,98,101,60,1,27390,2,33,0,8,2,49,1,1,100,453,45300,1,8,81,0,0,283,27000,15,1,1,0,0,0,0,0,1,0
"56",2000,200001,5360212,NA,26,2000053602121,98,101,72,1,71750,2,28,1,0,2,28,1,1,100,25,2500,2,10,101,7,70,570,8750,17,1,1,0,0,0,1,1,1,0
"57",2000,200001,5360227,NA,24,2000053602271,98,101,60,1,244600,2,18,2,1,2,35,1,1,100,150,15000,1,11,116,0,0,71,54600,24,1,1,0,0,0,0,1,1,1
"58",2000,200001,5360233,NA,18,2000053602331,98,101,60,1,405000,2,18,2,1,2,37,1,1,100,9,900,1,10,101,0,0,285,60000,17,1,1,0,0,0,0,1,1,0
"59",2000,200001,5360238,NA,26,2000053602381,98,101,72,1,126810,2,23,1,4,2,45,1,1,100,410,41000,1,7,71,0,0,12,24750,14,1,1,0,0,0,0,0,0,0
"60",2000,200001,5360246,NA,21,2000053602461,98,101,66,1,225800,3,23,1,4,2,39,6,1,100,25,2500,1,11,114,0,0,482,43600,19,0,1,0,0,0,0,1,1,1
"61",2000,200001,5360261,NA,13,2000053602611,98,101,120,1,11800,1,10,1,3,2,35,6,2,200,600,60044,1,6,62,0,0,460,11800,13,0,0,1,0,0,0,0,0,0
"62",2000,200001,5360277,NA,23,2000053602771,98,101,60,1,229250,2,23,0,17,2,56,1,1,100,11,1100,1,10,101,0,0,13,30000,17,1,1,0,0,0,0,1,1,0
"63",2000,200001,5360290,NA,15,2000053602901,98,101,36,1,62340,1,18,0,12,2,51,6,1,100,260,26010,1,8,81,0,0,0,62340,15,0,1,0,0,0,0,0,1,0
"64",2000,200001,5360292,NA,18,2000053602921,98,101,60,1,365500,2,15,0,5,2,46,1,1,100,17,1700,1,11,114,0,0,231,10500,19,1,1,0,0,0,0,1,1,1
"65",2000,200001,5360295,NA,18,2000053602951,98,101,88,1,36830,1,20,0,18,2,54,6,6,640,518,51800,2,7,71,6,60,420,35830,14,0,0,0,1,0,1,0,0,0
"66",2000,200001,5360319,NA,23,2000053603191,98,101,60,1,525600,2,18,0,14,2,42,1,1,100,48,4800,1,11,114,0,0,313,193000,19,1,1,0,0,0,0,1,1,1
"67",2000,200001,5360350,NA,26,2000053603501,98,101,96,1,34000,2,46,0,14,2,50,1,6,600,515,51500,1,7,71,0,0,423,16000,14,1,0,0,1,0,0,0,0,0
"68",2000,200001,5360353,NA,26,2000053603531,98,101,60,1,326500,2,31,1,0,2,33,1,1,100,420,42000,1,11,114,0,0,0,0,19,1,1,0,0,0,0,1,1,1
"69",2000,200001,5360364,NA,18,2000053603641,98,101,60,1,446000,2,10,0,15,2,48,1,1,100,22,2200,1,10,101,0,0,43,325000,17,1,1,0,0,0,0,1,1,0
"70",2000,200001,5360367,NA,21,2000053603671,98,101,61,1,167800,2,18,0,13,2,53,1,1,100,36,3600,1,10,101,0,0,71,37800,17,1,1,0,0,0,0,1,1,0
"71",2000,200001,5360388,NA,26,2000053603881,98,101,60,1,240000,2,41,0,13,2,48,1,1,100,421,42100,1,11,115,0,0,306,90000,20,1,1,0,0,0,0,1,1,1
"72",2000,200001,5360390,NA,18,2000053603901,98,101,60,1,760000,2,11,0,5,2,46,1,1,100,48,4800,1,11,114,0,0,71,395000,19,1,1,0,0,0,0,1,1,1
"73",2000,200001,5360404,NA,20,2000053604041,98,101,60,1,70000,2,20,2,2,2,42,1,1,100,37,3700,1,10,101,0,0,0,0,17,1,1,0,0,0,0,1,1,0
"74",2000,200001,5360414,NA,23,2000053604141,98,101,60,1,352500,2,15,2,1,2,34,1,1,100,300,30005,1,10,101,0,0,282,0,17,1,1,0,0,0,0,1,1,0
"75",2000,200001,5360419,NA,20,2000053604191,98,101,64,1,183000,2,18,0,18,2,57,1,1,100,11,1100,1,10,101,0,0,283,81000,17,1,1,0,0,0,0,1,1,0
"76",2000,200001,5360423,NA,15,2000053604231,98,101,62,1,557910,2,18,0,12,2,50,1,1,100,40,4000,1,11,116,0,0,0,20000,24,1,1,0,0,0,0,1,1,1
"77",2000,200001,5360424,NA,31,2000053604241,98,101,60,1,182900,2,34,0,11,2,55,1,1,100,36,3600,1,11,114,0,0,240,106000,19,1,1,0,0,0,0,1,1,1
"78",2000,200001,5360427,NA,18,2000053604271,98,101,60,1,379200,2,20,0,14,2,53,1,1,100,25,2500,1,10,101,0,0,62,3400,17,1,1,0,0,0,0,1,1,0
"79",2000,200001,5360439,NA,15,2000053604391,98,101,60,1,189030,2,21,0,15,2,57,1,1,100,300,30020,1,11,116,0,0,255,83000,24,1,1,0,0,0,0,1,1,1
"80",2000,200001,5360458,NA,20,2000053604581,98,101,60,1,176500,1,21,1,0,2,31,1,1,100,410,41000,1,11,114,0,0,316,61500,19,1,1,0,0,0,0,1,1,1
"81",2000,200001,5360466,NA,18,2000053604661,98,101,61,1,629500,2,18,0,16,2,54,1,1,100,22,2200,1,11,114,0,0,43,97500,19,1,1,0,0,0,0,1,1,1
"82",2000,200001,5360476,NA,11,2000053604761,98,101,60,1,51600,1,11,0,13,2,59,4,1,100,26,2600,1,11,114,0,0,232,51600,19,0,1,0,0,0,0,1,1,1
"83",2000,200001,5360489,NA,18,2000053604891,98,101,60,1,82800,1,18,0,6,2,43,1,1,100,11,1100,1,11,114,0,0,210,63000,19,1,1,0,0,0,0,1,1,1
"84",2000,200001,5360501,NA,18,2000053605011,98,101,60,1,75000,1,18,1,2,2,34,1,1,100,412,41200,1,10,101,0,0,243,0,17,1,1,0,0,0,0,1,1,0
"85",2000,200001,5360505,NA,18,2000053605051,98,101,60,1,271000,1,19,1,1,2,31,1,1,100,11,1100,1,11,115,0,0,210,140000,20,1,1,0,0,0,0,1,1,1
"86",2000,200001,5360510,NA,18,2000053605101,98,101,60,1,137500,2,20,0,8,2,38,1,6,610,517,51700,1,11,114,0,0,100,49000,19,1,0,0,1,0,0,1,1,1
"87",2000,200001,5360517,NA,20,2000053605171,98,101,60,1,114340,1,19,0,11,2,51,4,1,100,42,4200,1,11,116,0,0,210,113140,24,0,1,0,0,0,0,1,1,1
"88",2000,200001,5360519,NA,18,2000053605191,98,101,60,1,684500,2,16,1,2,2,39,1,1,100,12,1200,2,10,101,7,70,0,2000,17,1,1,0,0,0,1,1,1,0
"89",2000,200001,5360527,NA,21,2000053605271,98,101,60,1,518920,2,15,0,13,2,48,1,1,100,45,4500,1,11,115,0,0,210,176200,20,1,1,0,0,0,0,1,1,1
"90",2000,200001,5360533,NA,21,2000053605331,98,101,60,1,199000,1,18,0,16,2,48,1,1,100,9,900,1,10,101,0,0,13,111000,17,1,1,0,0,0,0,1,1,0
"91",2000,200001,5360537,NA,25,2000053605371,98,101,60,1,363500,2,21,1,2,2,35,1,1,100,11,1100,1,11,115,0,0,231,38500,20,1,1,0,0,0,0,1,1,1
"92",2000,200001,5360551,NA,18,2000053605511,98,101,72,1,13000,2,10,1,3,2,39,1,1,100,17,1700,1,10,101,0,0,215,300,17,1,1,0,0,0,0,1,1,0
"93",2000,200001,5360553,NA,24,2000053605531,98,101,60,1,89000,2,18,0,5,2,41,1,1,100,434,43400,1,10,101,0,0,231,29000,17,1,1,0,0,0,0,1,1,0
"94",2000,200001,5360580,NA,26,2000053605801,98,101,60,1,224300,1,28,0,7,2,45,1,1,100,39,3900,1,11,116,0,0,43,125300,24,1,1,0,0,0,0,1,1,1
"95",2000,200001,5360586,NA,26,2000053605861,98,101,61,1,194000,2,31,0,14,2,47,1,1,100,42,4200,1,11,116,0,0,71,146000,24,1,1,0,0,0,0,1,1,1
"96",2000,200001,5360589,NA,16,2000053605891,98,101,60,1,178000,1,15,0,16,2,56,4,1,100,410,41000,1,11,116,0,0,220,175500,24,0,1,0,0,0,0,1,1,1
"97",2000,200001,5360593,NA,20,2000053605931,98,101,60,1,697000,1,26,0,17,2,53,1,1,100,36,3600,1,11,116,0,0,42,335000,24,1,1,0,0,0,0,1,1,1
"98",2000,200001,5360594,NA,44,2000053605941,98,101,48,1,115600,2,33,0,7,2,37,1,1,100,300,30005,1,10,101,0,0,0,0,17,1,1,0,0,0,0,1,1,0
"99",2000,200001,5360612,NA,21,2000053606121,98,101,60,1,398900,2,21,0,13,2,50,1,1,100,55,5500,1,11,115,0,0,210,40500,20,1,1,0,0,0,0,1,1,1
"100",2000,200001,5360613,NA,26,2000053606131,98,101,60,1,539700,1,16,1,3,2,45,1,1,100,42,4200,1,11,115,0,0,210,166700,20,1,1,0,0,0,0,1,1,1
"101",2000,200001,5360634,NA,20,2000053606341,98,101,61,1,434500,1,31,0,9,2,54,4,1,100,438,43800,1,10,101,0,0,281,355000,17,0,1,0,0,0,0,1,1,0
"102",2000,200001,5360657,NA,20,2000053606571,98,101,120,1,42000,1,23,0,8,2,37,1,2,200,260,26060,1,10,101,0,0,992,0,17,1,0,1,0,0,0,1,1,0
"103",2000,200001,5360661,NA,28,2000053606611,98,101,96,1,0,2,41,1,4,2,30,1,6,620,502,50200,1,10,101,0,0,0,0,17,1,0,0,1,0,0,1,1,0
"104",2000,200001,5360688,NA,21,2000053606881,98,101,60,1,109000,1,21,1,4,2,41,1,1,100,421,42100,1,10,101,0,0,570,60000,17,1,1,0,0,0,0,1,1,0
"105",2000,200001,5360695,NA,20,2000053606951,98,101,61,1,66000,2,21,0,16,2,53,1,1,100,17,1700,1,11,116,0,0,43,37000,24,1,1,0,0,0,0,1,1,1
"106",2000,200001,5360698,NA,26,2000053606981,98,101,60,1,136000,2,18,1,0,2,30,1,1,100,26,2600,1,11,115,0,0,210,52000,20,1,1,0,0,0,0,1,1,1
"107",2000,200001,5360703,NA,42,2000053607031,98,101,60,1,694000,2,57,1,3,2,45,1,1,100,42,4200,1,10,101,0,0,1,335000,17,1,1,0,0,0,0,1,1,0
"108",2000,200001,5360712,NA,33,2000053607121,98,101,72,1,116120,2,46,1,3,2,39,1,1,100,55,5500,1,11,114,0,0,570,65120,19,1,1,0,0,0,0,1,1,1
"109",2000,200001,5360718,NA,16,2000053607181,98,101,61,1,184800,2,21,0,9,2,45,1,1,100,36,3600,1,11,114,0,0,62,9900,19,1,1,0,0,0,0,1,1,1
"110",2000,200001,5360726,NA,20,2000053607261,98,101,60,1,260000,2,18,0,11,2,55,1,1,100,36,3600,1,11,115,0,0,210,130000,20,1,1,0,0,0,0,1,1,1
"111",2000,200001,5360736,NA,34,2000053607361,98,101,52,1,529400,2,29,0,16,2,44,1,1,100,300,30025,2,11,114,7,70,524,0,19,1,1,0,0,0,1,1,1,1
"112",2000,200001,5360759,NA,18,2000053607591,98,101,60,1,658970,2,13,0,15,2,51,1,1,100,37,3700,1,11,115,0,0,43,327000,20,1,1,0,0,0,0,1,1,1
"113",2000,200001,5360777,NA,19,2000053607771,98,101,60,1,197800,2,18,1,1,2,44,1,1,100,53,5300,1,10,101,0,0,214,63000,17,1,1,0,0,0,0,1,1,0
"114",2000,200001,5360778,NA,33,2000053607781,98,101,60,1,140900,2,31,1,4,2,43,1,1,100,17,1700,1,11,116,0,0,220,68600,24,1,1,0,0,0,0,1,1,1
"115",2000,200001,5360790,NA,28,2000053607901,98,101,60,1,438900,2,29,0,9,2,44,1,1,100,36,3600,1,11,115,0,0,232,168900,20,1,1,0,0,0,0,1,1,1
"116",2000,200001,5360791,NA,23,2000053607911,98,101,60,1,128000,2,18,1,0,2,34,1,1,100,8,800,1,11,115,0,0,210,22000,20,1,1,0,0,0,0,1,1,1
"117",2000,200001,5360800,NA,22,2000053608001,98,101,84,1,7180,1,21,0,10,2,28,6,6,675,518,51800,1,7,71,0,0,43,7180,14,0,0,0,1,0,0,0,0,0
"118",2000,200001,5360803,NA,20,2000053608031,98,101,60,1,122000,2,23,0,5,2,38,1,1,100,11,1100,1,10,101,0,0,425,50000,17,1,1,0,0,0,0,1,1,0
"119",2000,200001,5360805,NA,23,2000053608051,98,101,60,1,388000,2,18,1,0,2,34,1,1,100,48,4800,1,10,101,0,0,471,63000,17,1,1,0,0,0,0,1,1,0
"120",2000,200001,5360808,NA,24,2000053608081,98,101,72,1,116400,2,21,0,5,2,34,1,1,100,600,60014,1,6,62,0,0,451,19400,13,1,1,0,0,0,0,0,0,0
"121",2000,200001,5360819,NA,31,2000053608191,98,101,60,1,323000,2,34,2,0,2,37,1,1,100,413,41300,1,11,114,0,0,85,150000,19,1,1,0,0,0,0,1,1,1
"122",2000,200001,5360820,NA,26,2000053608201,98,101,60,1,89210,2,36,0,10,2,49,1,1,100,11,1100,1,10,101,0,0,874,47000,17,1,1,0,0,0,0,1,1,0
"123",2000,200001,5360828,NA,18,2000053608281,98,101,120,1,11700,1,36,1,0,2,23,6,2,200,42,4200,2,10,101,7,70,214,5000,17,0,0,1,0,0,1,1,1,0
"124",2000,200001,5360834,NA,28,2000053608341,98,101,60,1,170000,1,26,1,0,2,30,1,1,100,54,5400,1,11,114,0,0,215,20000,19,1,1,0,0,0,0,1,1,1
"125",2000,200001,5360836,NA,18,2000053608361,98,101,60,1,331200,2,13,0,6,2,46,1,1,100,24,2400,1,11,115,0,0,476,2000,20,1,1,0,0,0,0,1,1,1
"126",2000,200001,5360841,NA,28,2000053608411,98,101,72,1,110000,2,18,1,0,2,33,1,1,100,36,3600,1,11,115,0,0,306,35000,20,1,1,0,0,0,0,1,1,1
"127",2000,200001,5360848,NA,18,2000053608481,98,101,60,1,470000,2,18,0,16,2,52,1,1,100,11,1100,1,11,115,0,0,512,145000,20,1,1,0,0,0,0,1,1,1
"128",2000,200001,5360880,NA,15,2000053608801,98,101,72,1,138000,1,13,1,1,2,38,1,1,100,421,42100,1,10,101,0,0,43,1e+05,17,1,1,0,0,0,0,1,1,0
"129",2000,200001,5360881,NA,21,2000053608811,98,101,60,1,349500,2,26,1,2,2,35,1,1,100,9,900,1,11,115,0,0,0,25500,20,1,1,0,0,0,0,1,1,1
"130",2000,200001,5360895,NA,21,2000053608951,98,101,60,1,136500,1,18,1,4,2,34,1,1,100,6,600,1,11,115,0,0,1,87000,20,1,1,0,0,0,0,1,1,1
"131",2000,200001,5360902,NA,16,2000053609021,98,101,60,1,75000,2,11,1,0,2,36,1,1,100,453,45300,1,11,114,0,0,1,0,19,1,1,0,0,0,0,1,1,1
"132",2000,200001,5360906,NA,21,2000053609061,98,101,60,1,670000,2,7,0,11,2,51,1,1,100,39,3900,1,11,114,0,0,1,325000,19,1,1,0,0,0,0,1,1,1
"133",2000,200001,5360916,NA,23,2000053609161,98,101,60,1,354000,1,20,2,2,2,44,1,1,100,17,1700,1,10,101,0,0,231,29000,17,1,1,0,0,0,0,1,1,0
"134",2000,200001,5360921,NA,41,2000053609211,98,101,60,1,80160,2,39,0,11,2,43,1,1,100,34,3400,1,10,101,0,0,80,26180,17,1,1,0,0,0,0,1,1,0
"135",2000,200001,5360928,NA,23,2000053609281,98,101,60,1,60000,2,18,2,1,2,35,1,1,100,454,45400,1,11,114,0,0,0,0,19,1,1,0,0,0,0,1,1,1
"136",2000,200001,5360929,NA,15,2000053609291,98,101,108,1,341100,1,31,0,9,2,54,2,2,200,36,3600,1,11,114,0,0,0,0,19,0,0,1,0,0,0,1,1,1
"137",2000,200001,5360935,NA,21,2000053609351,98,101,60,1,116000,2,21,0,12,2,48,1,1,100,11,1100,1,10,101,0,0,476,18000,17,1,1,0,0,0,0,1,1,0
"138",2000,200001,5360937,NA,24,2000053609371,98,101,60,1,163200,1,18,1,4,2,41,1,1,100,36,3600,1,11,115,0,0,210,34000,20,1,1,0,0,0,0,1,1,1
"139",2000,200001,5360962,NA,21,2000053609621,98,101,60,1,102600,1,13,1,1,2,41,1,1,100,18,1800,1,11,116,0,0,220,51600,24,1,1,0,0,0,0,1,1,1
"140",2000,200001,5360971,NA,26,2000053609711,98,101,72,1,93200,2,25,0,5,2,37,1,1,100,455,45500,1,6,65,0,0,0,0,13,1,1,0,0,0,0,0,0,0
"141",2000,200001,5360994,NA,23,2000053609941,98,101,60,1,346900,1,23,0,13,2,52,1,1,100,29,2900,1,11,114,0,0,243,1900,19,1,1,0,0,0,0,1,1,1
"142",2000,200001,5360997,NA,23,2000053609971,98,101,72,1,97000,2,21,0,6,2,46,1,1,100,438,43800,1,7,71,0,0,570,59000,14,1,1,0,0,0,0,0,0,0
"143",2000,200001,5361012,NA,28,2000053610121,98,101,60,1,102000,2,43,0,10,2,49,1,1,100,36,3600,1,11,114,0,0,231,0,19,1,1,0,0,0,0,1,1,1
"144",2000,200001,5361013,NA,26,2000053610131,98,101,72,1,112200,2,23,1,4,2,29,1,1,100,36,3600,1,11,114,0,0,41,70000,19,1,1,0,0,0,0,1,1,1
"145",2000,200001,5361023,NA,36,2000053610231,98,101,60,1,70000,2,34,1,4,2,41,1,1,100,36,3600,1,10,101,0,0,0,0,17,1,1,0,0,0,0,1,1,0
"146",2000,200001,5361038,NA,18,2000053610381,98,101,72,1,11200,2,21,0,11,2,43,1,1,100,210,21020,1,6,65,0,0,775,0,13,1,1,0,0,0,0,0,0,0
"147",2000,200001,5361043,NA,26,2000053610431,98,101,72,1,2e+05,1,15,0,9,2,42,1,1,100,48,4800,1,10,101,0,0,42,1e+05,17,1,1,0,0,0,0,1,1,0
"148",2000,200001,5361058,NA,26,2000053610581,98,101,36,1,65000,2,20,0,11,2,39,1,1,100,300,30005,1,10,101,0,0,0,0,17,1,1,0,0,0,0,1,1,0
