"","YEAR","SAMPLE","SERIAL","CBSERIAL","HHWT","CLUSTER","STATEICP","PUMA","STRATA","GQ","HHINCOME","PERNUM","PERWT","NCHLT5","YNGCH","SEX","AGE","MARST","RACE","RACED","BPL","BPLD","SCHOOL","EDUC","EDUCD","GRADEATT","GRADEATTD","OCC","INCTOT","MYEDUC","married","white","black","asian","otherormixedrace","enrolled","bachelor","associates_or_up","postgrad"
"1659",2000,200001,5369169,NA,18,2000053691691,98,104,120,1,18100,1,23,1,4,2,21,6,2,200,11,1100,1,6,62,0,0,512,8100,13,0,0,1,0,0,0,0,0,0
"1660",2000,200001,5369170,NA,23,2000053691701,98,104,120,1,5200,1,20,1,3,2,36,6,2,200,11,1100,1,4,40,0,0,460,5200,11,0,0,1,0,0,0,0,0,0
"1661",2000,200001,5369171,NA,13,2000053691711,98,104,120,1,46300,1,18,0,16,2,51,3,2,200,37,3700,1,7,71,0,0,43,46000,14,0,0,1,0,0,0,0,0,0
"1662",2000,200001,5369178,NA,18,2000053691781,98,104,120,1,240,1,18,1,3,2,35,6,2,200,51,5100,1,6,61,0,0,472,240,13,0,0,1,0,0,0,0,0,0
"1663",2000,200001,5369182,NA,23,2000053691821,98,104,120,1,4300,1,28,1,0,2,25,2,2,200,53,5300,1,6,62,0,0,360,4300,13,0,0,1,0,0,0,0,0,0
"1664",2000,200001,5369185,NA,26,2000053691851,98,104,120,1,10000,1,13,0,6,2,43,6,2,200,51,5100,1,6,62,0,0,494,10000,13,0,0,1,0,0,0,0,0,0
"1665",2000,200001,5369188,NA,21,2000053691881,98,104,120,1,30000,1,18,1,1,2,32,6,2,200,45,4500,1,6,62,0,0,405,15000,13,0,0,1,0,0,0,0,0,0
"1666",2000,200001,5369189,NA,21,2000053691891,98,104,120,1,14020,1,21,0,17,2,36,6,2,200,11,1100,1,5,50,0,0,422,400,12,0,0,1,0,0,0,0,0,0
"1667",2000,200001,5369194,NA,15,2000053691941,98,104,120,1,7000,1,12,0,14,2,40,6,2,200,11,1100,1,6,62,0,0,524,7000,13,0,0,1,0,0,0,0,0,0
"1668",2000,200001,5369200,NA,15,2000053692001,98,104,108,1,11500,1,28,0,10,2,36,6,2,200,45,4500,1,6,62,0,0,590,1800,13,0,0,1,0,0,0,0,0,0
"1669",2000,200001,5369202,NA,18,2000053692021,98,104,120,1,17200,1,31,1,3,2,35,6,2,200,11,1100,2,6,62,6,60,586,17200,13,0,0,1,0,0,1,0,0,0
"1670",2000,200001,5369205,NA,16,2000053692051,98,104,120,1,60000,1,15,1,2,2,23,6,2,200,53,5300,1,5,50,0,0,593,5000,12,0,0,1,0,0,0,0,0,0
"1671",2000,200001,5369205,NA,16,2000053692051,98,104,120,1,60000,2,18,0,17,2,39,6,2,200,53,5300,1,10,101,0,0,824,55000,17,0,0,1,0,0,0,1,1,0
"1672",2000,200001,5369209,NA,20,2000053692091,98,104,120,1,5040,1,13,0,17,2,57,3,2,200,13,1300,1,6,62,0,0,0,4800,13,0,0,1,0,0,0,0,0,0
"1673",2000,200001,5369211,NA,20,2000053692111,98,104,96,1,8900,1,18,1,4,2,48,3,6,600,24,2400,1,7,71,0,0,350,8900,14,0,0,0,1,0,0,0,0,0
"1674",2000,200001,5369214,NA,21,2000053692141,98,104,120,1,18000,1,23,1,3,2,23,6,2,200,11,1100,1,6,62,0,0,516,18000,13,0,0,1,0,0,0,0,0,0
"1675",2000,200001,5369216,NA,18,2000053692161,98,104,120,1,30000,1,10,0,9,2,33,6,2,200,45,4500,1,7,71,0,0,516,30000,14,0,0,1,0,0,0,0,0,0
"1676",2000,200001,5369217,NA,26,2000053692171,98,104,120,1,0,1,24,0,14,2,44,6,2,200,11,1100,1,5,50,0,0,0,0,12,0,0,1,0,0,0,0,0,0
"1677",2000,200001,5369218,NA,18,2000053692181,98,104,120,1,49430,1,21,1,0,2,32,6,2,200,11,1100,2,7,71,6,60,0,28000,14,0,0,1,0,0,1,0,0,0
"1678",2000,200001,5369221,NA,23,2000053692211,98,104,120,1,4660,1,26,0,5,2,36,6,2,200,11,1100,1,7,71,0,0,472,4660,14,0,0,1,0,0,0,0,0,0
"1679",2000,200001,5369224,NA,20,2000053692241,98,104,120,1,5400,1,21,2,2,2,23,6,2,200,11,1100,1,6,65,0,0,254,5400,13,0,0,1,0,0,0,0,0,0
"1680",2000,200001,5369226,NA,29,2000053692261,98,104,114,1,45800,3,39,1,1,2,39,3,2,200,11,1100,1,6,62,0,0,0,0,13,0,0,1,0,0,0,0,0,0
"1681",2000,200001,5369230,NA,23,2000053692301,98,104,120,1,4200,1,23,1,4,2,39,6,2,200,11,1100,1,6,62,0,0,406,4200,13,0,0,1,0,0,0,0,0,0
"1682",2000,200001,5369234,NA,23,2000053692341,98,104,108,1,140000,2,18,0,15,2,43,1,2,200,11,1100,1,6,62,0,0,73,35000,13,1,0,1,0,0,0,0,0,0
"1683",2000,200001,5369235,NA,31,2000053692351,98,104,96,1,0,2,38,1,1,2,29,1,4,400,500,50000,1,6,65,0,0,0,0,13,1,0,0,1,0,0,0,0,0
"1684",2000,200001,5369237,NA,18,2000053692371,98,104,108,1,99050,1,23,1,3,2,27,4,2,200,11,1100,1,6,62,0,0,540,0,13,0,0,1,0,0,0,0,0,0
"1685",2000,200001,5369238,NA,23,2000053692381,98,104,120,1,420,1,18,0,8,2,30,6,2,200,11,1100,1,6,62,0,0,402,420,13,0,0,1,0,0,0,0,0,0
"1686",2000,200001,5369243,NA,33,2000053692431,98,104,112,1,73000,2,23,0,8,2,27,6,2,200,11,1100,1,10,101,0,0,702,40000,17,0,0,1,0,0,0,1,1,0
"1687",2000,200001,5369247,NA,23,2000053692471,98,104,120,1,300,1,23,0,15,2,48,6,2,200,11,1100,1,5,50,0,0,0,300,12,0,0,1,0,0,0,0,0,0
"1688",2000,200001,5369253,NA,16,2000053692531,98,104,120,1,116400,1,13,0,14,2,43,3,2,200,11,1100,1,4,40,0,0,412,22000,11,0,0,1,0,0,0,0,0,0
"1689",2000,200001,5369253,NA,16,2000053692531,98,104,120,1,116400,2,13,0,7,2,25,1,2,200,11,1100,1,7,71,0,0,522,27400,14,1,0,1,0,0,0,0,0,0
"1690",2000,200001,5369254,NA,28,2000053692541,98,104,120,1,2300,1,24,1,4,2,43,6,2,200,11,1100,1,6,61,0,0,0,2300,13,0,0,1,0,0,0,0,0,0
"1691",2000,200001,5369262,NA,26,2000053692621,98,104,120,1,29700,1,18,1,1,2,29,6,2,200,24,2400,1,6,62,0,0,540,29700,13,0,0,1,0,0,0,0,0,0
"1692",2000,200001,5369263,NA,19,2000053692631,98,104,112,1,73700,1,15,0,18,2,48,3,2,200,45,4500,1,2,24,0,0,586,40500,8,0,0,1,0,0,0,0,0,0
"1693",2000,200001,5369264,NA,29,2000053692641,98,104,108,1,24000,2,28,0,8,2,40,1,2,200,53,5300,1,6,61,0,0,0,0,13,1,0,1,0,0,0,0,0,0
"1694",2000,200001,5369268,NA,23,2000053692681,98,104,120,1,38600,1,20,1,0,2,23,4,2,200,11,1100,1,6,65,0,0,556,30100,13,0,0,1,0,0,0,0,0,0
"1695",2000,200001,5369271,NA,16,2000053692711,98,104,108,1,0,1,26,0,16,2,50,5,2,200,45,4500,1,4,40,0,0,0,0,11,0,0,1,0,0,0,0,0,0
"1696",2000,200001,5369272,NA,23,2000053692721,98,104,120,1,11800,1,49,0,8,2,35,6,2,200,11,1100,1,5,50,0,0,460,11800,12,0,0,1,0,0,0,0,0,0
"1697",2000,200001,5369275,NA,26,2000053692751,98,104,120,1,4500,1,23,0,5,2,33,6,2,200,11,1100,1,5,50,0,0,0,4500,12,0,0,1,0,0,0,0,0,0
"1698",2000,200001,5369277,NA,13,2000053692771,98,104,125,1,29900,3,10,0,17,2,44,3,2,200,11,1100,1,6,61,0,0,254,4200,13,0,0,1,0,0,0,0,0,0
"1699",2000,200001,5369279,NA,11,2000053692791,98,104,120,1,10500,1,13,1,1,2,32,6,2,200,11,1100,1,3,30,0,0,992,10500,10,0,0,1,0,0,0,0,0,0
"1700",2000,200001,5369288,NA,21,2000053692881,98,104,124,1,14500,1,31,0,18,2,44,4,2,200,51,5100,1,6,62,0,0,472,10000,13,0,0,1,0,0,0,0,0,0
"1701",2000,200001,5369288,NA,21,2000053692881,98,104,124,1,14500,3,18,2,0,2,18,6,2,200,11,1100,1,0,2,0,0,460,4500,0,0,0,1,0,0,0,0,0,0
"1702",2000,200001,5369291,NA,11,2000053692911,98,104,120,1,34720,1,13,0,14,2,37,6,2,200,37,3700,1,6,65,0,0,570,4720,13,0,0,1,0,0,0,0,0,0
"1703",2000,200001,5369293,NA,21,2000053692931,98,104,120,1,9700,1,20,1,4,2,34,6,2,200,11,1100,1,6,61,0,0,254,3600,13,0,0,1,0,0,0,0,0,0
"1704",2000,200001,5369294,NA,31,2000053692941,98,104,120,1,13730,1,26,1,0,2,24,6,2,200,11,1100,1,7,71,0,0,524,10130,14,0,0,1,0,0,0,0,0,0
"1705",2000,200001,5369294,NA,31,2000053692941,98,104,120,1,13730,2,33,0,11,2,47,4,2,200,11,1100,1,6,61,0,0,254,3600,13,0,0,1,0,0,0,0,0,0
"1706",2000,200001,5369295,NA,18,2000053692951,98,104,120,1,17650,4,18,1,1,2,38,5,2,200,11,1100,1,6,62,0,0,0,0,13,0,0,1,0,0,0,0,0,0
"1707",2000,200001,5369300,NA,13,2000053693001,98,104,108,1,68500,2,16,0,15,2,51,1,2,200,34,3400,1,6,62,0,0,823,34200,13,1,0,1,0,0,0,0,0,0
"1708",2000,200001,5369305,NA,28,2000053693051,98,104,120,1,0,1,25,0,15,2,42,6,2,200,1,100,1,6,62,0,0,0,0,13,0,0,1,0,0,0,0,0,0
"1709",2000,200001,5369308,NA,18,2000053693081,98,104,108,1,46400,1,15,0,9,2,35,4,2,200,11,1100,1,6,62,0,0,570,35900,13,0,0,1,0,0,0,0,0,0
"1710",2000,200001,5369311,NA,34,2000053693111,98,104,120,1,30500,1,52,0,14,2,34,6,2,200,11,1100,1,6,62,0,0,540,8700,13,0,0,1,0,0,0,0,0,0
"1711",2000,200001,5369314,NA,10,2000053693141,98,104,120,1,31800,3,13,0,5,2,29,6,2,200,11,1100,1,6,62,0,0,570,13100,13,0,0,1,0,0,0,0,0,0
"1712",2000,200001,5369315,NA,18,2000053693151,98,104,120,1,24000,1,16,0,15,2,37,6,2,200,11,1100,1,3,30,0,0,422,3600,10,0,0,1,0,0,0,0,0,0
"1713",2000,200001,5369325,NA,18,2000053693251,98,104,120,1,34500,1,24,0,9,2,28,6,2,200,53,5300,1,6,62,0,0,582,34500,13,0,0,1,0,0,0,0,0,0
"1714",2000,200001,5369326,NA,18,2000053693261,98,104,72,1,33000,2,16,2,1,2,25,1,1,100,47,4700,1,6,65,0,0,876,30000,13,1,1,0,0,0,0,0,0,0
"1715",2000,200001,5369332,NA,18,2000053693321,98,104,120,1,43600,1,13,0,8,2,30,6,2,200,11,1100,1,6,65,0,0,524,27000,13,0,0,1,0,0,0,0,0,0
"1716",2000,200001,5369334,NA,20,2000053693341,98,104,120,1,120300,1,25,0,12,2,38,6,2,200,24,2400,1,3,30,0,0,234,300,10,0,0,1,0,0,0,0,0,0
"1717",2000,200001,5369336,NA,24,2000053693361,98,104,120,1,300,1,23,1,4,2,37,6,2,200,11,1100,1,6,62,0,0,0,300,13,0,0,1,0,0,0,0,0,0
"1718",2000,200001,5369338,NA,23,2000053693381,98,104,126,1,115000,3,13,0,15,2,36,6,2,200,11,1100,1,10,101,0,0,462,25000,17,0,0,1,0,0,0,1,1,0
"1719",2000,200001,5369340,NA,23,2000053693401,98,104,120,1,35220,1,23,0,14,2,38,4,2,200,11,1100,1,6,62,0,0,350,31000,13,0,0,1,0,0,0,0,0,0
"1720",2000,200001,5369349,NA,29,2000053693491,98,104,120,1,11100,1,29,0,16,2,31,6,2,200,11,1100,2,3,30,5,50,423,10000,10,0,0,1,0,0,1,0,0,0
"1721",2000,200001,5369350,NA,19,2000053693501,98,104,72,1,21000,2,15,1,2,2,25,1,1,100,51,5100,1,6,62,0,0,53,21000,13,1,1,0,0,0,0,0,0,0
"1722",2000,200001,5369351,NA,12,2000053693511,98,104,112,1,60950,3,18,1,4,2,22,6,2,200,51,5100,2,6,65,6,60,540,380,13,0,0,1,0,0,1,0,0,0
"1723",2000,200001,5369355,NA,18,2000053693551,98,104,108,1,38300,1,18,0,13,2,42,4,2,200,11,1100,1,7,71,0,0,570,38300,14,0,0,1,0,0,0,0,0,0
"1724",2000,200001,5369364,NA,18,2000053693641,98,104,72,1,134700,2,13,1,3,2,37,1,6,680,39,3900,1,10,101,0,0,306,90000,17,1,0,0,1,0,0,1,1,0
"1725",2000,200001,5369369,NA,18,2000053693691,98,104,120,1,31600,1,16,0,16,2,43,6,2,200,11,1100,1,6,62,0,0,474,15000,13,0,0,1,0,0,0,0,0,0
"1726",2000,200001,5369374,NA,25,2000053693741,98,104,114,1,108800,2,24,0,6,2,48,6,2,200,11,1100,1,6,62,0,0,500,43000,13,0,0,1,0,0,0,0,0,0
"1727",2000,200001,5369375,NA,23,2000053693751,98,104,120,1,120770,1,18,0,8,2,43,4,2,200,11,1100,1,5,50,0,0,0,5430,12,0,0,1,0,0,0,0,0,0
"1728",2000,200001,5369379,NA,19,2000053693791,98,104,120,1,18800,1,24,0,6,2,31,6,2,200,11,1100,1,6,62,0,0,502,18800,13,0,0,1,0,0,0,0,0,0
"1729",2000,200001,5369384,NA,15,2000053693841,98,104,72,1,40200,2,15,1,4,2,25,1,7,700,48,4800,1,6,62,0,0,483,18500,13,1,0,0,0,1,0,0,0,0
"1730",2000,200001,5369385,NA,15,2000053693851,98,104,120,1,2070,1,10,2,0,2,30,6,2,200,11,1100,1,4,40,0,0,422,2070,11,0,0,1,0,0,0,0,0,0
"1731",2000,200001,5369386,NA,16,2000053693861,98,104,124,1,0,2,13,1,3,2,39,2,2,200,13,1300,1,6,62,0,0,0,0,13,0,0,1,0,0,0,0,0,0
"1732",2000,200001,5369387,NA,16,2000053693871,98,104,120,1,14000,1,18,0,7,2,24,6,2,200,11,1100,1,3,30,0,0,460,14000,10,0,0,1,0,0,0,0,0,0
"1733",2000,200001,5369388,NA,20,2000053693881,98,104,120,1,10000,1,18,1,4,2,29,1,2,200,11,1100,1,4,40,0,0,524,6000,11,1,0,1,0,0,0,0,0,0
"1734",2000,200001,5369390,NA,23,2000053693901,98,104,120,1,6080,1,18,0,10,2,39,6,2,200,53,5300,1,6,62,0,0,0,5570,13,0,0,1,0,0,0,0,0,0
"1735",2000,200001,5369390,NA,23,2000053693901,98,104,120,1,6080,8,26,0,6,2,25,6,2,200,53,5300,1,6,62,0,0,0,510,13,0,0,1,0,0,0,0,0,0
"1736",2000,200001,5369391,NA,18,2000053693911,98,104,120,1,6400,1,18,0,11,2,38,6,2,200,11,1100,1,6,61,0,0,992,6400,13,0,0,1,0,0,0,0,0,0
"1737",2000,200001,5369393,NA,16,2000053693931,98,104,113,1,77500,2,15,0,6,2,22,6,2,200,11,1100,1,7,71,0,0,101,26500,14,0,0,1,0,0,0,0,0,0
"1738",2000,200001,5369396,NA,18,2000053693961,98,104,120,1,6000,1,20,1,1,2,32,6,2,200,11,1100,1,6,62,0,0,0,6000,13,0,0,1,0,0,0,0,0,0
"1739",2000,200001,5369397,NA,23,2000053693971,98,104,120,1,24700,1,26,0,6,2,37,6,2,200,11,1100,1,7,71,0,0,244,24700,14,0,0,1,0,0,0,0,0,0
"1740",2000,200001,5369400,NA,26,2000053694001,98,104,114,1,57630,3,15,0,18,2,35,6,2,200,11,1100,1,6,62,0,0,524,3600,13,0,0,1,0,0,0,0,0,0
"1741",2000,200001,5369402,NA,21,2000053694021,98,104,120,1,16400,1,20,1,1,2,26,3,2,200,11,1100,1,6,65,0,0,392,16400,13,0,0,1,0,0,0,0,0,0
"1742",2000,200001,5369406,NA,25,2000053694061,98,104,120,1,11400,1,26,0,13,2,45,3,2,200,600,60031,1,10,101,0,0,0,4100,17,0,0,1,0,0,0,1,1,0
"1743",2000,200001,5369408,NA,26,2000053694081,98,104,120,1,35500,2,26,2,0,2,35,1,2,200,11,1100,1,7,71,0,0,556,10000,14,1,0,1,0,0,0,0,0,0
"1744",2000,200001,5369409,NA,49,2000053694091,98,104,120,1,37100,1,46,2,2,2,26,6,2,200,11,1100,1,6,62,0,0,392,37100,13,0,0,1,0,0,0,0,0,0
"1745",2000,200001,5369410,NA,16,2000053694101,98,104,72,1,50000,2,18,1,4,2,24,1,1,100,6,600,1,7,71,0,0,512,20000,14,1,1,0,0,0,0,0,0,0
"1746",2000,200001,5369411,NA,13,2000053694111,98,104,120,1,14400,1,16,1,1,2,41,6,2,200,11,1100,1,4,40,0,0,830,14400,11,0,0,1,0,0,0,0,0,0
"1747",2000,200001,5369414,NA,16,2000053694141,98,104,108,1,109000,4,13,0,7,2,41,6,2,200,12,1200,1,10,101,0,0,702,56000,17,0,0,1,0,0,0,1,1,0
"1748",2000,200001,5369415,NA,18,2000053694151,98,104,108,1,24200,1,12,0,13,2,53,3,2,200,45,4500,1,5,50,0,0,422,24200,12,0,0,1,0,0,0,0,0,0
"1749",2000,200001,5369419,NA,23,2000053694191,98,104,120,1,43000,1,28,0,5,2,23,6,2,200,51,5100,1,6,61,0,0,471,28600,13,0,0,1,0,0,0,0,0,0
"1750",2000,200001,5369420,NA,16,2000053694201,98,104,120,1,0,1,18,0,6,2,31,6,2,200,11,1100,1,6,62,0,0,883,0,13,0,0,1,0,0,0,0,0,0
"1751",2000,200001,5369422,NA,25,2000053694221,98,104,120,1,45350,1,23,0,17,2,41,4,2,200,12,1200,1,7,71,0,0,500,44700,14,0,0,1,0,0,0,0,0,0
"1752",2000,200001,5369424,NA,15,2000053694241,98,104,120,1,5400,1,15,0,16,2,42,6,2,200,11,1100,1,6,62,0,0,254,5400,13,0,0,1,0,0,0,0,0,0
"1753",2000,200001,5369428,NA,14,2000053694281,98,104,120,1,27000,2,22,0,5,2,39,1,6,600,515,51500,1,6,65,0,0,803,3000,13,1,0,0,1,0,0,0,0,0
"1754",2000,200001,5369430,NA,21,2000053694301,98,104,108,1,68000,2,13,0,10,2,46,1,2,200,11,1100,1,6,65,0,0,283,0,13,1,0,1,0,0,0,0,0,0
"1755",2000,200001,5369431,NA,18,2000053694311,98,104,120,1,750,1,18,1,2,2,29,6,2,200,11,1100,1,5,50,0,0,254,750,12,0,0,1,0,0,0,0,0,0
"1756",2000,200001,5369435,NA,20,2000053694351,98,104,120,1,6600,1,18,0,9,2,37,3,2,200,11,1100,1,7,71,0,0,0,6600,14,0,0,1,0,0,0,0,0,0
"1757",2000,200001,5369438,NA,15,2000053694381,98,104,120,1,14300,1,15,2,1,2,26,6,2,200,11,1100,1,6,62,0,0,992,5600,13,0,0,1,0,0,0,0,0,0
"1758",2000,200001,5369440,NA,16,2000053694401,98,104,120,1,26000,1,12,0,9,2,34,4,2,200,24,2400,1,6,65,0,0,483,26000,13,0,0,1,0,0,0,0,0,0
"1759",2000,200001,5369442,NA,18,2000053694421,98,104,120,1,19620,1,13,0,7,2,41,6,2,200,37,3700,1,4,40,0,0,415,620,11,0,0,1,0,0,0,0,0,0
"1760",2000,200001,5369445,NA,13,2000053694451,98,104,120,1,62300,1,15,1,3,2,46,3,3,399,45,4500,1,4,40,0,0,476,37300,11,0,0,0,0,0,0,0,0,0
"1761",2000,200001,5369447,NA,18,2000053694471,98,104,120,1,27000,1,21,1,3,2,38,3,2,200,11,1100,1,6,62,0,0,510,27000,13,0,0,1,0,0,0,0,0,0
"1762",2000,200001,5369455,NA,15,2000053694551,98,104,120,1,50400,1,15,0,7,2,24,6,2,200,11,1100,1,6,61,0,0,524,31400,13,0,0,1,0,0,0,0,0,0
"1763",2000,200001,5369459,NA,18,2000053694591,98,104,120,1,23500,1,15,0,9,2,32,6,2,200,11,1100,1,6,62,0,0,555,23500,13,0,0,1,0,0,0,0,0,0
"1764",2000,200001,5369460,NA,11,2000053694601,98,104,120,1,23000,1,11,0,15,2,38,3,2,200,51,5100,1,6,62,0,0,360,23000,13,0,0,1,0,0,0,0,0,0
"1765",2000,200001,5369466,NA,13,2000053694661,98,104,120,1,5170,1,13,0,12,2,43,5,2,200,11,1100,1,7,71,0,0,540,5170,14,0,0,1,0,0,0,0,0,0
"1766",2000,200001,5369469,NA,15,2000053694691,98,104,120,1,47800,1,15,0,12,2,43,6,2,200,11,1100,1,10,101,0,0,82,41000,17,0,0,1,0,0,0,1,1,0
"1767",2000,200001,5369474,NA,16,2000053694741,98,104,60,1,182000,2,18,0,17,2,50,1,1,100,11,1100,1,7,71,0,0,385,92000,14,1,1,0,0,0,0,0,0,0
"1768",2000,200001,5369475,NA,16,2000053694751,98,104,72,1,20000,2,15,2,0,2,25,1,1,100,36,3600,1,7,71,0,0,0,0,14,1,1,0,0,0,0,0,0,0
"1769",2000,200001,5369476,NA,26,2000053694761,98,104,120,1,2940,2,26,0,15,2,59,1,2,200,11,1100,1,6,61,0,0,0,480,13,1,0,1,0,0,0,0,0,0
"1770",2000,200001,5369477,NA,21,2000053694771,98,104,120,1,32600,1,26,2,2,2,30,1,2,200,11,1100,1,6,62,0,0,422,22600,13,1,0,1,0,0,0,0,0,0
"1771",2000,200001,5369481,NA,26,2000053694811,98,104,120,1,43700,2,23,0,10,2,38,1,2,200,51,5100,1,7,71,0,0,62,36200,14,1,0,1,0,0,0,0,0,0
"1772",2000,200001,5369485,NA,18,2000053694851,98,104,108,1,70000,2,21,0,12,2,39,1,2,200,36,3600,1,6,65,0,0,581,28000,13,1,0,1,0,0,0,0,0,0
"1773",2000,200001,5369488,NA,33,2000053694881,98,104,120,1,380,1,31,1,4,2,35,6,2,200,51,5100,1,0,2,0,0,0,380,0,0,0,1,0,0,0,0,0,0
"1774",2000,200001,5369490,NA,8,2000053694901,98,104,113,1,27830,2,8,1,3,2,31,6,2,200,11,1100,1,10,101,0,0,365,4700,17,0,0,1,0,0,0,1,1,0
"1775",2000,200001,5369490,NA,8,2000053694901,98,104,113,1,27830,6,8,0,18,2,42,2,2,200,6,600,1,6,62,0,0,360,5500,13,0,0,1,0,0,0,0,0,0
"1776",2000,200001,5369491,NA,20,2000053694911,98,104,108,1,24650,2,23,0,15,2,28,1,2,200,6,600,1,6,62,0,0,43,24000,13,1,0,1,0,0,0,0,0,0
"1777",2000,200001,5369496,NA,23,2000053694961,98,104,60,1,35200,1,16,0,11,2,46,2,9,901,11,1100,1,8,81,0,0,234,33800,15,0,0,0,0,1,0,0,1,0
"1778",2000,200001,5369499,NA,15,2000053694991,98,104,124,1,1200,1,18,0,18,2,38,6,2,200,11,1100,1,6,65,0,0,0,0,13,0,0,1,0,0,0,0,0,0
"1779",2000,200001,5369499,NA,15,2000053694991,98,104,124,1,1200,5,15,2,0,2,20,6,2,200,11,1100,1,6,61,0,0,0,0,13,0,0,1,0,0,0,0,0,0
"1780",2000,200001,5369500,NA,16,2000053695001,98,104,125,1,16500,2,20,0,18,2,56,6,2,200,45,4500,1,6,61,0,0,0,7200,13,0,0,1,0,0,0,0,0,0
"1781",2000,200001,5369512,NA,15,2000053695121,98,104,120,1,2100,1,18,1,3,2,27,6,2,200,11,1100,1,5,50,0,0,551,2100,12,0,0,1,0,0,0,0,0,0
"1782",2000,200001,5369519,NA,21,2000053695191,98,104,120,1,9000,1,18,2,0,2,25,6,2,200,11,1100,1,6,62,0,0,584,9000,13,0,0,1,0,0,0,0,0,0
"1783",2000,200001,5369522,NA,20,2000053695221,98,104,120,1,6440,2,15,0,15,2,37,1,2,200,11,1100,1,2,21,0,0,581,240,8,1,0,1,0,0,0,0,0,0
"1784",2000,200001,5369524,NA,31,2000053695241,98,104,124,1,48000,2,26,2,4,2,27,6,2,200,11,1100,1,6,61,0,0,34,48000,13,0,0,1,0,0,0,0,0,0
"1785",2000,200001,5369527,NA,26,2000053695271,98,104,124,1,26500,2,23,1,2,2,24,6,2,200,53,5300,2,6,62,5,50,562,6500,13,0,0,1,0,0,1,0,0,0
"1786",2000,200001,5369532,NA,13,2000053695321,98,104,120,1,55600,1,13,0,12,2,45,6,2,200,40,4000,1,4,40,0,0,423,55600,11,0,0,1,0,0,0,0,0,0
"1787",2000,200001,5369535,NA,15,2000053695351,98,104,108,1,103000,2,23,0,10,2,40,1,2,200,46,4600,1,7,71,0,0,62,43000,14,1,0,1,0,0,0,0,0,0
"1788",2000,200001,5369538,NA,23,2000053695381,98,104,120,1,10000,1,26,1,2,2,22,6,2,200,11,1100,2,7,71,6,60,562,10000,14,0,0,1,0,0,1,0,0,0
"1789",2000,200001,5369543,NA,18,2000053695431,98,104,108,1,42000,1,18,0,11,2,50,3,2,200,11,1100,1,6,62,0,0,93,42000,13,0,0,1,0,0,0,0,0,0
"1790",2000,200001,5369544,NA,21,2000053695441,98,104,120,1,7470,1,24,2,2,2,24,6,2,200,11,1100,2,2,24,5,50,472,7470,8,0,0,1,0,0,1,0,0,0
"1791",2000,200001,5369545,NA,18,2000053695451,98,104,120,1,37000,1,18,1,4,2,22,1,2,200,34,3400,1,7,71,0,0,526,15000,14,1,0,1,0,0,0,0,0,0
"1792",2000,200001,5369546,NA,21,2000053695461,98,104,120,1,5600,1,26,2,2,2,26,6,2,200,11,1100,2,7,71,6,60,586,5600,14,0,0,1,0,0,1,0,0,0
"1793",2000,200001,5369550,NA,18,2000053695501,98,104,120,1,0,1,16,2,1,2,31,3,2,200,11,1100,1,2,24,0,0,0,0,8,0,0,1,0,0,0,0,0,0
"1794",2000,200001,5369551,NA,21,2000053695511,98,104,120,1,15000,1,13,0,6,2,32,6,2,200,11,1100,2,6,62,5,50,360,15000,13,0,0,1,0,0,1,0,0,0
"1795",2000,200001,5369554,NA,15,2000053695541,98,104,108,1,3200,1,23,0,13,2,38,6,2,200,11,1100,1,4,40,0,0,394,3200,11,0,0,1,0,0,0,0,0,0
"1796",2000,200001,5369556,NA,13,2000053695561,98,104,120,1,10460,1,13,1,0,2,23,6,2,200,24,2400,1,6,62,0,0,365,460,13,0,0,1,0,0,0,0,0,0
"1797",2000,200001,5369557,NA,15,2000053695571,98,104,120,1,5000,1,15,1,2,2,24,6,2,200,11,1100,1,6,61,0,0,593,5000,13,0,0,1,0,0,0,0,0,0
"1798",2000,200001,5369558,NA,23,2000053695581,98,104,120,1,3600,1,18,1,4,2,39,6,2,200,53,5300,1,6,62,0,0,402,3600,13,0,0,1,0,0,0,0,0,0
"1799",2000,200001,5369559,NA,24,2000053695591,98,104,120,1,15600,1,24,0,15,2,35,6,2,200,11,1100,1,4,40,0,0,402,15600,11,0,0,1,0,0,0,0,0,0
"1800",2000,200001,5369561,NA,18,2000053695611,98,104,124,1,55000,2,18,2,0,2,29,6,2,200,11,1100,1,7,71,0,0,585,26000,14,0,0,1,0,0,0,0,0,0
"1801",2000,200001,5369571,NA,16,2000053695711,98,104,108,1,34100,1,13,0,14,2,44,4,2,200,11,1100,1,7,71,0,0,35,34100,14,0,0,1,0,0,0,0,0,0
"1802",2000,200001,5369573,NA,15,2000053695731,98,104,124,1,65000,2,15,0,7,2,31,6,2,200,11,1100,1,6,65,0,0,826,34000,13,0,0,1,0,0,0,0,0,0
"1803",2000,200001,5369584,NA,19,2000053695841,98,104,120,1,19500,1,18,0,17,2,52,4,2,200,37,3700,1,8,81,0,0,570,19500,15,0,0,1,0,0,0,0,1,0
"1804",2000,200001,5369585,NA,13,2000053695851,98,104,114,1,78940,3,13,0,7,2,32,4,2,200,300,30040,1,3,30,0,0,476,8100,10,0,0,1,0,0,0,0,0,0
"1805",2000,200001,5369591,NA,11,2000053695911,98,104,120,1,6300,1,13,2,0,2,23,3,2,200,11,1100,2,6,62,5,50,494,6300,13,0,0,1,0,0,1,0,0,0
